86,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION a question worth asking
87,1,USER_MENTION USER_MENTION ready through the list right now
88,1,USER_MENTION USER_MENTION true the food is great fact that you realize that there are up to being called when someone uses the twitter app is not great
89,1,USER_MENTION USER_MENTION interesting
90,1,USER_MENTION on my list to review how urgent is this
91,1,USER_MENTION that is my philosophy
92,0,USER_MENTION USER_MENTION umm no
93,1,USER_MENTION USER_MENTION spacex starlink bought a tiny not large ad package to test effectiveness of twitter advertising in australia spain did same for
94,1,USER_MENTION USER_MENTION end of week
95,1,USER_MENTION USER_MENTION join twitter
96,1,USER_MENTION comments in this thread had me rofl
97,0,USER_MENTION
98,1,USER_MENTION something tells me this would work
99,1,USER_MENTION USER_MENTION USER_MENTION that goes without saying
100,0,USER_MENTION USER_MENTION btc will make it but might be a long winter
101,0,USER_MENTION concerning
102,0,USER_MENTION USER_MENTION
103,1,USER_MENTION USER_MENTION accurate assessment
104,1,USER_MENTION USER_MENTION great movie
105,0,USER_MENTION are fb followed real
106,0,USER_MENTION damn
107,1,USER_MENTION good summary
108,1,USER_MENTION i do
109,1,USER_MENTION USER_MENTION will look into it
110,0,USER_MENTION
111,0,USER_MENTION twitter is super slow on android what have you done to fix that
112,0,USER_MENTION then please correct me what is the right number
113,1,USER_MENTION false twitter spends on food service for sf hq badge in records show peak occupancy was average occupancy below are more people preparing breakfast than eating even bother serving dinner because there is no one in the building
114,1,USER_MENTION USER_MENTION yup
115,0,USER_MENTION
116,1,USER_MENTION increasing granularity about what actually means is the right move
117,0,USER_MENTION USER_MENTION USER_MENTION URL
118,0,USER_MENTION USER_MENTION URL
119,0,USER_MENTION USER_MENTION
120,0,USER_MENTION URL
121,1,USER_MENTION i think great
122,0,USER_MENTION USER_MENTION i tell
123,1,USER_MENTION especially bizarre given that almost no one came to the office estimated cost per lunch served in past months is
124,0,USER_MENTION
125,1,USER_MENTION i hope they keep cursing me on twitter as it increases advertising revenue
126,0,USER_MENTION
127,1,USER_MENTION we will enable organizations to manage affiliations
128,1,USER_MENTION output of any company is the vector sum of people within it someone may be a strong vector but negatively affect those around them to such a degree that they are a net negative
129,0,btw like to apologize for twitter being super slow in many countries app is doing poorly batched rpcs just to render a home timeline
130,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION cool EMO_POS
131,1,USER_MENTION ultimately i think there is no choice but for twitter to be the final arbiter but open to suggestions
132,1,rolling out soon twitter will enable organizations to identify which other twitter accounts are actually associated with them
133,1,USER_MENTION coming soon
134,0,USER_MENTION amphetamines negatively affect empathy psychedelics do the opposite
135,0,USER_MENTION USER_MENTION USER_MENTION are you suggesting the senator will abuse his political power to attack me
136,1,USER_MENTION twitter rocks
137,1,USER_MENTION USER_MENTION what matters is that you love them
138,1,twitter feels increasingly alive
139,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION i like both you and mike just that twitter at its core is a software servers company the technology needs to evolve rapidly which requires a technologist
140,0,USER_MENTION USER_MENTION no
141,0,USER_MENTION sbf was a major dem donor so no investigation
142,0,USER_MENTION USER_MENTION USER_MENTION
143,0,USER_MENTION USER_MENTION and why does your pp have a mask
144,0,USER_MENTION USER_MENTION perhaps it is because your real account sounds like a parody
145,1,USER_MENTION USER_MENTION USER_MENTION rollout will broaden roughly every week
146,1,USER_MENTION fond memories
147,1,USER_MENTION
148,1,USER_MENTION USER_MENTION ok
149,1,USER_MENTION USER_MENTION probably next month
150,1,USER_MENTION USER_MENTION going without saying that we all want ass actually smart summon asap
151,0,USER_MENTION no way
152,1,USER_MENTION USER_MENTION USER_MENTION making tesla superchargers connectors available to all is the right thing to do
153,1,USER_MENTION USER_MENTION USER_MENTION spaces should be evolve it has potential to be truly great
154,1,USER_MENTION USER_MENTION probably end of next week
155,1,USER_MENTION my reaction to sbf was different
156,1,USER_MENTION twitter at its best
157,0,USER_MENTION
158,0,USER_MENTION USER_MENTION USER_MENTION
159,1,USER_MENTION USER_MENTION yes
160,0,USER_MENTION this is false anyone who can be in office should be however if not logistically possible or they have essential personal matters then staying home is remotely is also ok if their manager vouches for policy as tesla spacex
161,1,order at URL URL
162,1,USER_MENTION wen doc series USER_MENTION
163,1,USER_MENTION yup
164,1,USER_MENTION exactly
165,0,USER_MENTION
166,1,USER_MENTION cool
167,0,USER_MENTION URL
168,0,USER_MENTION
169,1,USER_MENTION given all that is in v11 it will take a few weeks to expand the beta then another few weeks to go wide release to us canada
170,1,USER_MENTION fsd v11 rolled out at pacific
171,0,
172,1,twitter is
173,0,USER_MENTION USER_MENTION not sure i have much to add
174,0,USER_MENTION URL
175,0,ftx being tracked in realtime on twitter
176,1,USER_MENTION
177,1,USER_MENTION
178,1,USER_MENTION USER_MENTION coming
179,1,USER_MENTION accurate he set off my bs detector which is why i did not think he had
180,1,adding a subscript to clarify
181,0,USER_MENTION USER_MENTION USER_MENTION
182,1,USER_MENTION full answer to insulin price question is complex short answer is that original insulin discovered in not is inexpensive costing as little as higher efficacy analog variants of insulin are more expensive USER_MENTION URL
183,0,USER_MENTION it used to guy will fail at it guy will fail at from same media outlets
184,1,USER_MENTION lol
185,1,USER_MENTION USER_MENTION USER_MENTION maybe should be default off subscriber is a way better name
186,0,USER_MENTION URL
187,1,mainstream media will still thrive but increased competition from citizens will cause them to be more accurate as their oligopoly on information is disrupted
188,1,USER_MENTION true
189,1,this is from the video arcade bar area
190,1,USER_MENTION interesting
191,0,USER_MENTION
192,1,as twitter pursues the goal of elevating citizen journalism media elite will try everything to stop that from happening
193,1,USER_MENTION what is quill
194,0,USER_MENTION USER_MENTION
195,1,twitter hq is great this is a real pic URL
196,1,USER_MENTION USER_MENTION when USER_MENTION rolls out worldwide it will have a powerful impact on falsehoods
197,0,USER_MENTION false
198,1,USER_MENTION needs some tweaks but overall proceeding well
199,1,USER_MENTION agreed necessary change
200,1,hit alltime high of active users today
201,1,USER_MENTION will probably be tough but my companies are positioned well
202,1,some epically funny tweets
203,1,USER_MENTION USER_MENTION we will take action in this regard
204,1,quite the day
205,1,USER_MENTION absolument
206,1,USER_MENTION i agree
207,1,USER_MENTION absolutely
208,1,USER_MENTION yes
209,0,to be more precise accounts doing parody impersonations basically tricking people is not ok
210,1,going forward accounts engaged in parody must include in their name not just in bio
211,1,USER_MENTION even i paid no discount
212,1,usage of twitter continues to rise one thing is for sure it boring
213,1,USER_MENTION you should be able to change your name now
214,1,USER_MENTION watch that movie
215,1,USER_MENTION community notes is a gamechanger for improving accuracy on twitter
216,1,USER_MENTION USER_MENTION
217,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION yay
218,0,USER_MENTION far too many corrupt legacy blue checkmarks exist so no choice but to remove legacy blue in coming months
219,1,USER_MENTION USER_MENTION indeed
220,0,i love when people complain about twitter on twitter
221,1,USER_MENTION wow
222,0,USER_MENTION USER_MENTION
223,1,USER_MENTION
224,0,URL
225,0,USER_MENTION not seeing much spam in this reply
226,1,USER_MENTION yes
227,1,USER_MENTION coming
228,0,USER_MENTION
229,1,USER_MENTION working for me that said we can definitely make the verified mentions tab more usable
230,1,USER_MENTION what does a tosh look like
231,1,are you seeing far fewer
232,1,USER_MENTION awesome
233,1,USER_MENTION pretty funny though
234,1,USER_MENTION working on it
235,1,USER_MENTION coming
236,1,USER_MENTION welcome
237,0,USER_MENTION
238,1,USER_MENTION rollout of new verified blue is intentionally limited just to ios in a few countries with very little promotion we iron out issues we will expand worldwide on all platforms
239,1,USER_MENTION in days to come add granularity to verified badge such as organizational affiliation id verification
240,1,USER_MENTION we are changing the text to say verified could be notable but could also be
241,0,USER_MENTION USER_MENTION
242,1,USER_MENTION subscription blue is better than legacy blue i switched over
243,1,USER_MENTION the goal of twitter dms is to superset signal
244,1,USER_MENTION USER_MENTION USER_MENTION twitter is growing super fast i hope it continues
245,1,USER_MENTION USER_MENTION hopefully as soon as next week
246,1,USER_MENTION totally agree
247,1,USER_MENTION nope i was alway
248,1,USER_MENTION yeah
249,1,USER_MENTION USER_MENTION congratulations
250,1,USER_MENTION rockets that reusable have no future
251,1,USER_MENTION finally
252,1,please note that twitter will do lots of dumb things in coming months will keep what works change what
253,1,complaint hotline operator online please mention your complaints below
254,1,USER_MENTION blue check will be the great leveler
255,1,USER_MENTION i just killed it
256,1,USER_MENTION actual fun stuff ftw
257,0,USER_MENTION
258,0,USER_MENTION should be noted that a significant percentage of these accounts are not real people but some proportion are
259,0,USER_MENTION this is super messed up unfortunately many such things occurred at twitter even worse was done in later years growth happens when utility entertainment value improve that will be our focus going more fake numbers pseudo growth
260,0,USER_MENTION when reality is indistinguishable from satire
261,0,USER_MENTION
262,0,USER_MENTION it is borderline illegal to support republicans in san francisco admitting you know some is pretty bad
263,0,USER_MENTION
264,0,USER_MENTION
265,1,USER_MENTION good point
266,1,USER_MENTION yes
267,1,USER_MENTION USER_MENTION twitter is the most interesting place on the internet
268,0,twitter is the also the best
269,0,USER_MENTION
270,0,USER_MENTION wow this is messed up
271,0,USER_MENTION politics is war and truth is the first casualty
272,0,USER_MENTION USER_MENTION while true that been under unfair misleading attack for some time by leading democrats my motivation here is for centrist governance which matches the interests of most americans
273,1,USER_MENTION USER_MENTION USER_MENTION exactly
274,1,USER_MENTION important thread
275,0,USER_MENTION
276,0,USER_MENTION URL
277,0,USER_MENTION
278,0,URL
279,0,i just hope the servers melt
280,1,twitter usage is at an alltime high lol
281,0,USER_MENTION
282,1,and open to the idea of voting democrat again in the future
283,0,USER_MENTION
284,1,to be clear my historical party affiliation has been independent with an actual voting history of entirely democrat until this year
285,1,USER_MENTION USER_MENTION true
286,1,USER_MENTION like most people in america i agree with some of the democrat and some of the republican policies but not if executive and legislative branches are dominated by party then we lose balance of power
287,1,hardcore democrats or republicans never vote for the other side so independent voters are the ones who actually decide in charge
288,1,to independentminded power curbs the worst excesses of both parties therefore i recommend voting for a republican congress given that the presidency is democratic
289,1,but if twitter is bird means
290,1,back when birds were real
291,1,how times have changed URL
292,1,USER_MENTION USER_MENTION we do
293,1,twitter rules will evolve over time but currently the following URL
294,1,USER_MENTION USER_MENTION birds been real since URL
295,1,USER_MENTION for all
296,1,USER_MENTION USER_MENTION exactly
297,0,USER_MENTION not everything needs to have in the name too many bird groups fighting each internally other at twitter angry birds
298,0,USER_MENTION birdwatch gives me the creeps
299,0,USER_MENTION community notes aka USER_MENTION
300,0,USER_MENTION USER_MENTION USER_MENTION
301,1,USER_MENTION USER_MENTION for
302,1,USER_MENTION USER_MENTION but if she really wants her account back she can have it
303,0,USER_MENTION USER_MENTION actually she was suspended for impersonating a comedian
304,1,USER_MENTION at the end of the day if twitter is indeed the most accurate source of information more people will use it
305,1,USER_MENTION as judged by the people of twitter via community notes formerly birdwatch
306,1,USER_MENTION USER_MENTION absolutely
307,1,USER_MENTION you represent the problem journalists who think they are the only source of legitimate information the big lie
308,1,USER_MENTION USER_MENTION USER_MENTION i will look into this
309,1,USER_MENTION accurate
310,1,my commitment to free speech extends even to not banning the account following my plane even though that is a direct personal safety risk
311,1,twitter needs to become by far the most accurate source of information about the world our mission
312,1,USER_MENTION twitter user numbers have increased significantly around the world since the deal was these are very early days as twitter becomes by far the most reliable source of truth it will be indispensable
313,1,USER_MENTION USER_MENTION no problem to use a pseudonym the highlevel principle is just that verified users engage in malicious deception
314,0,USER_MENTION USER_MENTION USER_MENTION
315,1,USER_MENTION USER_MENTION we are implementing additional safeguards to prevent impersonation as well as collective use of verified accounts by a single individual or organization
316,1,widespread verification will democratize journalism empower the voice of the people
317,0,USER_MENTION no exceptions
318,1,any name change at all will cause temporary loss of verified checkmark
319,0,previously we issued a warning before suspension but now that we are rolling out widespread verification there will be no warning will be clearly identified as a condition for signing up to twitter blue
320,0,USER_MENTION USER_MENTION what censorship are you referring to
321,1,going forward any twitter handles engaging in impersonation without clearly specifying will be permanently suspended
322,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION we can beat that
323,1,USER_MENTION worth watching
324,1,USER_MENTION fixing search is a high priority
325,1,USER_MENTION USER_MENTION noted to fix
326,1,search within twitter reminds me of infoseek in that will also get a lot better pronto
327,1,USER_MENTION USER_MENTION USER_MENTION interesting
328,1,USER_MENTION USER_MENTION mins to start then several hours in a month or so
329,1,USER_MENTION USER_MENTION we definitely need to incent people to do a lot more interactions on twitter
330,1,USER_MENTION
331,1,USER_MENTION we can do min chunks at resolution now for new blue so you could break up a longer video the min limit should be fixed next does youtube monetization work what could twitter do better
332,1,USER_MENTION absolutely
333,1,USER_MENTION hopefully less than a month
334,1,USER_MENTION absolutely
335,1,USER_MENTION two weeks
336,1,USER_MENTION something like that
337,1,followed by creator monetization for all forms of content
338,1,twitter will soon add ability to attach longform text to tweets ending absurdity of notepad screenshots
339,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION couple months
340,1,USER_MENTION USER_MENTION USER_MENTION true
341,1,USER_MENTION great question twitter will suspend the account attempting impersonation and keep the money if scammers want to do this a million times just a whole bunch of free money URL
342,1,this rocks URL
343,1,USER_MENTION so long as pay please be my guest
344,0,USER_MENTION
345,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION that is weirdly tricky due to the way apple handles if you subscribed to the old thing not super smooth to subscribe to the new thing working on it
346,0,USER_MENTION
347,1,USER_MENTION USER_MENTION yup
348,0,USER_MENTION hot take not everything aoc says is accurate
349,1,USER_MENTION USER_MENTION USER_MENTION this feature is an absolute gamechanger for fighting at scale
350,1,USER_MENTION USER_MENTION as soon as we confirm working well in the initial set of countries and we have the translation work done it will roll out worldwide
351,1,USER_MENTION making great actuators for a humanoid robot is a surprisingly hard problem
352,1,USER_MENTION i still do a lot of work at tesla was at our palo alto engineering office until late thursday night when i had to redeye to ny
353,0,USER_MENTION USER_MENTION
354,1,USER_MENTION far too many legacy checkmarks were handed out often arbitrarily so in reality they are verified you can buy as many as you want right now with a google off payment system plus is a much better way to ensure verification
355,1,USER_MENTION URL
356,1,USER_MENTION USER_MENTION correct
357,0,URL
358,1,USER_MENTION USER_MENTION birdwatch soon to be renamed community notes has incredible potential for improving information accuracy on twitter
359,0,trash me all day but cost
360,1,USER_MENTION
361,1,power to the people
362,1,USER_MENTION i try my best
363,1,USER_MENTION thank you thermonuclear name shame is exactly what will happen if this continues
364,1,regarding reduction in force unfortunately there is no choice when the company is losing over exited was offered months of severance which is more than legally required
365,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION twitter will not censor accurate information about anything
366,1,again to be crystal clear strong commitment to content moderation remains absolutely fact we have actually seen hateful speech at times this week decline our prior norms contrary to what you may read in the press
367,1,excellent summary of trust safety from the head of the team URL
368,1,USER_MENTION hank try a google search
369,0,USER_MENTION USER_MENTION
370,0,USER_MENTION USER_MENTION
371,1,USER_MENTION agreed working on it
372,0,USER_MENTION and therefore twitter should die
373,1,USER_MENTION right
374,0,twitter has had a massive drop in revenue due to activist groups pressuring advertisers even though nothing has changed with content moderation and we did everything we could to appease the messed up trying to destroy free speech in america
375,1,USER_MENTION absolutely
376,1,USER_MENTION that assessment is more accurate than most people realize
377,0,USER_MENTION USER_MENTION
378,1,USER_MENTION unsure if confirming or denying that an alien is more convincing that an alien
379,1,USER_MENTION maybe already in it
380,1,USER_MENTION an alien trying to get back to my home planet
381,1,USER_MENTION USER_MENTION there are in fact agendas
382,0,USER_MENTION
383,0,tiny talk is talk so small it feels like coming from your own mind
384,0,USER_MENTION USER_MENTION what can i say it was a naked abuse of power
385,0,why is small talk even legal
386,0,USER_MENTION
387,1,a neuron realize a neuron
388,1,USER_MENTION pretty much or at least one of the hive minds
389,1,with a lot of room for improvement
390,1,because it consists of billions of bidirectional interactions per day twitter can be thought of as a collective cybernetic superintelligence
391,1,USER_MENTION USER_MENTION true twitter has amazing content in japan roughly half of all adults online but almost never seen outside of japan
392,0,URL
393,0,USER_MENTION
394,0,URL
395,0,URL
396,1,USER_MENTION your feedback is appreciated now pay
397,1,advertisers should support
398,0,USER_MENTION
399,0,URL
400,1,USER_MENTION
401,1,twitter is simply the most interesting place on the internet why reading this tweet right now
402,1,USER_MENTION the system is working
403,1,being attacked by both right left simultaneously is a good sign
404,1,USER_MENTION quite a few companies like this
405,1,USER_MENTION works every time
406,0,USER_MENTION
407,1,USER_MENTION USER_MENTION capital allocation should be done by those best at doing so
408,1,USER_MENTION USER_MENTION still a fair bit of polish to be done on a major release posing as a minor release
409,1,USER_MENTION some good ideas here
410,1,you get what you pay for
411,0,USER_MENTION if verified accounts violate terms of service eg be suspended but twitter will keep their will definitely add cool stuff like what suggesting to twitter blue
412,1,USER_MENTION thanks michael
413,1,USER_MENTION absolutely agreed that the twitter safety board should have people from all viewpoints
414,1,USER_MENTION exactly
415,1,USER_MENTION the community notes feature is awesome goal is to make twitter the most accurate source of information on earth without regard to political affiliation
416,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION twitters content moderation council will include representatives with widely divergent views which will certainly include the civil rights community and groups who face hatefueled violence
417,0,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION twitter will not allow anyone who was deplatformed for violating twitter rules back on platform until we have a clear process for doing so which will take at least a few more weeks
418,1,USER_MENTION talked to civil society leaders USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION ken hersch USER_MENTION about how twitter will continue to combat hate harassment enforce its election integrity policies
419,1,USER_MENTION i think so
420,1,USER_MENTION exactly
421,0,USER_MENTION
422,0,twitter speaks to the inner masochist in all of us
423,0,USER_MENTION USER_MENTION USER_MENTION the own setting that did this
424,0,totally stole idea of charging for insults arguments from monty python tbh URL
425,1,to all complainers please continue complaining but it will cost
426,1,USER_MENTION yup
427,1,USER_MENTION that already happens very frequently
428,0,USER_MENTION
429,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION falcon heavy is a testament to the awesomeness of humanity
430,1,USER_MENTION sounds like a good idea
431,0,USER_MENTION
432,1,there will be a secondary tag below the name for someone who is a public figure which is already the case for politicians
433,0,URL
434,1,USER_MENTION yes this will destroy the bots if a paid blue account engages in that account will be suspended this raises the cost of crime on twitter by several orders of magnitude
435,1,USER_MENTION absolutely essential creators need to make a living
436,1,this will also give twitter a revenue stream to reward content creators
437,1,USER_MENTION USER_MENTION exactly
438,0,USER_MENTION
439,1,and paywall bypass for publishers willing to work with us
440,1,you will also priority in replies mentions search which is essential to defeat ability to post long video half as many ads
441,1,price adjusted by country proportionate to purchasing power parity
442,1,current lords peasants system for who has or have a blue checkmark is bullshit to the people blue for
443,1,sonic booms URL
444,1,falcon heavy launch in mins URL
445,0,URL
446,0,USER_MENTION i will explain the rationale in longer form before this is implemented it is the only way to defeat the bots trolls
447,0,USER_MENTION we need to pay the bills somehow twitter cannot rely entirely on advertisers how about
448,0,URL
449,1,halloween with my mom URL
450,0,USER_MENTION USER_MENTION i confess all my fault
451,1,USER_MENTION i recommend following USER_MENTION for the most accurate understanding of happening with trust safety at twitter
452,0,USER_MENTION i hate sarcasm so much you believe it
453,1,USER_MENTION for now
454,0,USER_MENTION USER_MENTION
455,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION definitely
456,0,USER_MENTION USER_MENTION
457,1,USER_MENTION USER_MENTION looking into it
458,1,USER_MENTION this is just temporary
459,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION commitment to brand safety is unchanged
460,1,if i had a dollar for every time someone asked me if trump is coming back on this platform twitter would be minting money
461,0,USER_MENTION the guardian used to have balance moderately left and integrity but now it is a far left wing propaganda machine i hope they get back to where they were one day
462,0,USER_MENTION oh no all our diabolical plans have been revealed
463,1,USER_MENTION what could we do to make it better than tiktok
464,0,USER_MENTION USER_MENTION USER_MENTION USER_MENTION
465,1,USER_MENTION interesting
466,0,USER_MENTION
467,0,USER_MENTION he sucks
468,1,bring back vine
469,0,USER_MENTION all made some questionable tweets me more than most but i want to be clear that i support yoel my sense is that he has high integrity and we are all entitled to our political beliefs
470,0,wachtell twitter board deliberately hid this evidence from the court stay tuned more to come URL
471,0,USER_MENTION all news has bias some more than others
472,0,USER_MENTION
473,0,this is fake i did tweet out a link to the new york times URL
474,0,USER_MENTION USER_MENTION now been through so many hero to villain cycles lost count
475,0,USER_MENTION
476,1,USER_MENTION what an incredible creature
477,1,USER_MENTION USER_MENTION the whole verification process is being revamped right now
478,0,USER_MENTION this is false
479,0,USER_MENTION URL
480,0,USER_MENTION URL
481,1,USER_MENTION USER_MENTION USER_MENTION tweeps will be twits going forward as the latter has vastly more gravitas
482,1,USER_MENTION USER_MENTION USER_MENTION pretty much
483,0,USER_MENTION USER_MENTION there seem to be people for every one person coding
484,1,but management is such a tantalizing carrot
485,1,USER_MENTION my title is chief twit right there in the bio no idea who the ceo is
486,1,USER_MENTION
487,1,so demanding to allow a mere days to learn this priceless information
488,1,just received this email from twitter this is an actual real email that was autogenerated URL
489,1,USER_MENTION
490,1,USER_MENTION USER_MENTION USER_MENTION i will look into this twitter should be evenhanded favoring neither side
491,1,USER_MENTION USER_MENTION absolutely
492,1,USER_MENTION
493,1,USER_MENTION USER_MENTION andrej will always be welcome at tesla
494,1,USER_MENTION
495,1,sobrave
496,1,finally the truth that carbs are amazing can be said on this platform freespeech
497,1,fresh baked bread pastries are some of the great joys of life
498,1,USER_MENTION good point able to select which version of twitter you want is probably better much as it would be for a movie maturity rating rating of the tweet itself could be selfselected then modified by user feedback
499,1,USER_MENTION
500,1,USER_MENTION one of the best trolls ever
501,1,USER_MENTION something like this makes sense
502,1,USER_MENTION ace reporting by USER_MENTION
503,1,to be super clear we have not yet made any changes to content moderation policies URL
504,0,USER_MENTION
505,1,USER_MENTION sorry about that fixing as fast as possible
506,1,USER_MENTION
507,1,USER_MENTION
508,0,ligma johnson had it coming URL
509,1,USER_MENTION USER_MENTION anyone suspended for minor dubious reasons will be freed from twitter jail
510,1,comedy is now legal on twitter
511,1,USER_MENTION account was restored by twitter before the acquisition they did not consult with or inform me
512,1,twitter will be forming a content moderation council with widely diverse viewpoints major content decisions or account reinstatements will happen before that council convenes
513,1,USER_MENTION
514,1,USER_MENTION cool
515,1,USER_MENTION first heard
516,1,let the good times roll
517,1,USER_MENTION i will be digging in more today
518,1,the bird is freed
519,1,falcon rockets to orbit as seen from la URL
520,1,USER_MENTION USER_MENTION
521,1,USER_MENTION thanks
522,1,USER_MENTION absolutely
523,1,dear twitter advertisers URL
524,1,USER_MENTION
525,1,meeting a lot of cool people at twitter today
526,1,entering twitter hq let that sink in URL
527,1,USER_MENTION USER_MENTION
